url,price,make,model,variant,reg,previous-owners,mpg,colour,interior-colour,exterior-colour,doors,fuel-type,bodystyle,mileage,engine-size,transmission
https://www.namauto.com/cars/9282251-jeep-wrangler-3.8-unltd-rubicon/,"N$ 385,900",Jeep,Wrangler,3.8 UNLTD RUBICON,PREOWNED,1,N/A,White,Black,White,4,Petrol,SUV,"133,300 km",3.8 l,Automatic
https://www.namauto.com/cars/7007415-toyota-quantum-2.7-f-c-p-v/,"N$ 388,000",Toyota,QUANTUM,2.7 F/C P/V,NEW,N/A,N/A,White,Black,Ivory White,4,Petrol,Panel Van,10 km,2.7 l,Manual
https://www.namauto.com/cars/10354735-volkswagen-amarok-2.0-bitdi-highline-132-kw-4-mot-a-t-d-c-p-u/,"N$ 389,000",Volkswagen,Amarok,2.0 BITDI HIGHLINE 132KW 4MOT A/T D/C P/U,USED,1,N/A,Beige,N/A,beige,4,Diesel,Bakkie Double Cab,"134,000 km",2 l,Automatic
https://www.namauto.com/cars/7010156-nissan-nv350-2.5-swb-nb-nr-p-van/,"N$ 389,230",Nissan,NV350,2.5 SWB NB NR P/VAN,NEW,N/A,11.8 KPL,White,Black,White,4,Petrol,Panel Van,N/A,2.5 l,Manual
https://www.namauto.com/cars/7028668-nissan-x-trail-2.0-visia-7-seat/,"N$ 389,469",Nissan,X-Trail,2.0 Visia (7 Seat),NEW,N/A,8.3 KPL,Silver,Black,Silver,5,Petrol,SUV,1 km,2 l,Manual
https://www.namauto.com/cars/8738824-volkswagen-amarok-2.0-bitdi-highline-132-kw-a-t-double-cab-4x4/,"N$ 390,000",Volkswagen,Amarok,2.0 BITDI HIGHLINE 132KW A/T Double Cab 4x4,USED,1,N/A,Grey,Black,Grey,4,Diesel,Bakkie Double Cab,"103,000 km",2 l,Automatic
https://www.namauto.com/cars/8233193-nissan-qashqai-1.2-turbo-acenta-cvt-new/,"N$ 391,985",Nissan,Qashqai,1.2 TURBO ACENTA CVT (NEW),NEW,N/A,16.0 KPL,Red,Black,red,5,Petrol,SUV,1 km,1.2 l,Automatic
https://www.namauto.com/cars/7010088-nissan-juke-1.6-dig-t-tekna-navigation-sunroof/,"N$ 393,877",Nissan,Juke,1.6 DIG-T Tekna (Navigation + Sunroof),NEW,N/A,15.0 KPL,Yellow,Black,Yellow,5,Petrol,SUV,1 km,1.6 l,Manual
https://www.namauto.com/cars/7317091-toyota-c-hr-c-hr-1.2-t-plus-auto/,POA,Toyota,C-HR,C-HR 1.2T Plus auto,NEW,N/A,N/A,Red,Cinnabar Red,Red,5,Petrol,SUV,10 km,1.2 l,Automatic
https://www.namauto.com/cars/9733930-nissan-np300-hardbody-2.5-tdi-double-cab-hi-rider/,POA,Nissan,NP300 Hardbody,2.5TDI DOUBLE CAB HI-RIDER,1007083,1,N/A,White,Grey,White,4,Diesel,Bakkie Double Cab,"88,600 km",2.5 l,Manual
https://www.namauto.com/cars/9733936-toyota-land-cruiser-79-4.0-v6/,POA,Toyota,Land Cruiser 79,4.0 V6,1007097,1,N/A,Beige,Grey,Beige,2,Petrol,Bakkie Single Cab,"166,500 km",4 l,Manual
https://www.namauto.com/cars/9774229-toyota-fj-cruiser-l-cruiser-fj-4.0-v6-cruiser/,POA,Toyota,FJ Cruiser,L/CRUISER FJ 4.0 V6 CRUISER,1007102,1,N/A,White,Grey,White,3,Petrol,SUV,"118,500 km",4 l,Automatic
https://www.namauto.com/cars/9775105-toyota-hilux-2.8-gd-6-raider-4-x4-a/,POA,Toyota,Hilux,2.8 GD-6 RAIDER 4X4 A,USED,1,N/A,White,Black,White,4,Diesel,Bakkie Double Cab,"116,500 km",2.8 l,Automatic
https://www.namauto.com/cars/10115321-audi-a5-sportback-3.0-tdi-quatt-strnic/,"N$ 395,000",Audi,A5,SPORTBACK 3.0 TDI QUATT STRNIC,KEVIN,1,N/A,White,black,WHITE,5,Diesel,Hatchback,"91,429 km",3 l,Automatic
https://www.namauto.com/cars/10226098-nissan-np300-hardbody-hardbody-np300-2.5-tdi-4-x4-p-u-d-c/,POA,Nissan,NP300 Hardbody,HARDBODY NP300 2.5 TDI 4X4 P/U D/C,USED,1,N/A,White,Grey,White,4,Diesel,Bakkie Double Cab,"15,000 km",2.5 l,Manual
https://www.namauto.com/cars/10294918-volkswagen-golf-vii-1.4-tsi-comfortline-dsg/,POA,Volkswagen,Golf,VII 1.4 TSI COMFORTLINE DSG,NEW,N/A,N/A,White,Grey,White,5,Petrol,Hatchback,10 km,1.4 l,Automatic
https://www.namauto.com/cars/7070722-toyota-hilux-2.4-gd-6-rb-srx-p-u-e-cab/,"N$ 396,400",Toyota,Hilux,2.4 GD-6 RB SRX P/U E/CAB,NEW,N/A,N/A,White,Black,Glacier White,2,Diesel,Bakkie King Cab,20 km,2.4 l,Manual
https://www.namauto.com/cars/10134925-hyundai-kona-1.0-tgdi-executive/,"N$ 397,000",Hyundai,Kona,1.0TGDI EXECUTIVE,NEW,N/A,N/A,White,Black,White,5,Petrol,cross-over,1 km,1 l,Manual
https://www.namauto.com/cars/10007825-toyota-rav4-2.2-d-4-d-gx/,"N$ 399,000",Toyota,RAV4,2.2D-4D GX,USED,N/A,N/A,White,N/A,white,5,Diesel,SUV,"7,400 km",2.2 l,Manual
https://www.namauto.com/cars/10287214-toyota-hilux-2.4-gd-6-srx-4-x4-a-t-p-u-d-c/,"N$ 399,000",Toyota,Hilux,2.4 GD-6 SRX 4X4 A/T P/U D/C,USED,1,N/A,White,N/A,white,4,Diesel,Bakkie Double Cab,"57,000 km",2.4 l,Automatic
https://www.namauto.com/cars/9462084-toyota-fortuner-2.8-gd-6-4-x4/,"N$ 399,900",Toyota,Fortuner,2.8GD-6 4X4,42,1,N/A,Black,black,silver,5,Diesel,SUV,"83,000 km",2.8 l,Automatic
https://www.namauto.com/cars/10186423-toyota-fortuner-4.0-v6-4-x4-a-t/,"N$ 399,900",Toyota,Fortuner,4.0 V6 4X4 A/T,AUTOMARK,N/A,N/A,Silver,N/A,Silver ME (1D6),5,Petrol,SUV,"95,176 km",4 l,Automatic
https://www.namauto.com/cars/10239587-bmw-3-series-320d-luxury-line-f30/,"N$ 399,900",BMW,3 Series,320d LUXURY LINE (F30),3,1,N/A,White,Black,White,4,Diesel,Sedan,"43,500 km",2 l,Automatic
https://www.namauto.com/cars/10266412-toyota-fortuner-2.8-gd-6-4-x4-a-t/,"ZAR399,900",Toyota,Fortuner,2.8GD-6 4X4 A/T,8,2,N/A,White,Brown,White,5,Diesel,SUV,"91,700 km",2.8 l,Automatic
https://www.namauto.com/cars/10343255-toyota-hilux-2.4-gd-6-srx-4-x4-a-t-p-u-d-c/,"N$ 400,000",Toyota,Hilux,2.4 GD-6 SRX 4X4 A/T P/U D/C,USED,1,N/A,White,Grey,White,4,Diesel,Bakkie Double Cab,"74,000 km",2.4 l,Automatic
https://www.namauto.com/cars/8660900-bmw-3-series-320i-e90/,"N$ 401,000",BMW,3 Series,320i (E90),101919,1,N/A,White,Dakota-Black,Mineral-White,4,Petrol,Sedan,"20,000 km",2 l,Automatic
https://www.namauto.com/cars/7071880-toyota-hilux-2.7-vvti-rb-s-p-u-d-c/,POA,Toyota,Hilux,2.7 VVTI RB S P/U D/C,NEW,N/A,N/A,Blue,Black,Cosmic Blue,4,Petrol,Bakkie Double Cab,10 km,2.7 l,Manual
https://www.namauto.com/cars/10066327-renault-koleos-2.5-expression-cvt/,"N$ 401,900",Renault,Koleos,2.5 EXPRESSION CVT,NEW,N/A,N/A,White,N/A,white,5,Petrol,SUV,N/A,2.5 l,CVT
https://www.namauto.com/cars/7036274-nissan-hardbody-np300-2.4i-hi-rider-4-x4-dc/,"N$ 401,945",Nissan,HARDBODY,NP300 2.4i HI-RIDER 4X4 DC,NEW,N/A,10.0 KPL,White,Black,White,4,Petrol,Bakkie Double Cab,1 km,2.4 l,Manual
https://www.namauto.com/cars/8233223-nissan-qashqai-1.5-dci-acenta-new/,"N$ 404,441",Nissan,Qashqai,1.5 DCi ACENTA (NEW),NEW,N/A,N/A,Red,Black,red,5,Diesel,SUV,1 km,1.5 l,Manual
https://www.namauto.com/cars/10304991-toyota-hilux-2.4-gd-6-srx-p-u-d-c-4-x4-a-t/,"N$ 405,000",Toyota,Hilux,2.4 GD-6 SRX P/U D/C 4X4 A/T,81,1,N/A,Black,black,white,4,Diesel,Bakkie Double Cab,"55,000 km",2.4 l,Automatic
https://www.namauto.com/cars/8233195-nissan-qashqai-1.2-turbo-acenta-plus-cvt-new/,"N$ 405,141",Nissan,Qashqai,1.2 TURBO ACENTA Plus CVT (NEW),NEW,N/A,16.0 KPL,Red,Black,red,5,Petrol,SUV,1 km,1.2 l,Automatic
https://www.namauto.com/cars/7028845-nissan-x-trail-1.6-dci-visia-7-seat/,"N$ 406,779",Nissan,X-Trail,1.6 Dci Visia (7 Seat),NEW,N/A,12.2 KPL,Silver,Black,Silver,5,Diesel,SUV,1 km,1.6 l,Manual
https://www.namauto.com/cars/8220639-haval-h6-coupe-2.0-t-6-dct-4x2-luxury/,"N$ 406,950",HAVAL,H6,COUPE 2.0T 6DCT 4x2 Luxury,NEW,N/A,N/A,Blue,Black,Blue,N/A,Petrol,SUV,1 km,N/A,Automatic
https://www.namauto.com/cars/6995393-honda-hr-v-elegance/,"N$ 407,000",Honda,HR-V,Elegance,NEW,N/A,N/A,Blue,Black,Deep Ocean Pearl,5,Petrol,SUV,N/A,1.8 l,CVT
https://www.namauto.com/cars/7667498-toyota-hilux-2.4-gd-6-rb-srx-p-u-e-cab/,"N$ 407,500",Toyota,Hilux,2.4 GD-6 RB SRX P/U E/CAB,NEW,N/A,N/A,White,Black,White,2,Diesel,Bakkie King Cab,10 km,2.4 l,Manual
https://www.namauto.com/cars/9986077-toyota-fortuner-2.8-gd-6/,"N$ 409,900",Toyota,Fortuner,2.8GD-6,USED,N/A,N/A,Bronze,Brown,Bronze,5,Diesel,SUV,"57,000 km",2.8 l,Automatic
https://www.namauto.com/cars/9748355-bmw-x3-xdrive-20-d-g01/,"N$ 410,000",BMW,X3,XDRIVE 20D (G01),USED,1,N/A,White,N/A,white,5,Diesel,SUV,"46,000 km",2 l,Automatic
https://www.namauto.com/cars/9901623-volkswagen-polo-2.0-gti-dsg-147-kw/,"N$ 412,872",Volkswagen,Polo,2.0 GTI DSG (147KW),NEW,N/A,N/A,White,Titanium - Black,Pure - White,5,Petrol,Hatchback,20 km,2 l,Automatic
https://www.namauto.com/cars/7707718-nissan-juke-1.6-t-tekna-awd-cvt/,"N$ 414,679",Nissan,Juke,1.6T TEKNA AWD CVT,NEW,N/A,15.0 KPL,Yellow,Black,Yellow,5,Petrol,Hatchback,1 km,1.6 l,Automatic
https://www.namauto.com/cars/10204746-volkswagen-golf-vi-1.4-tsi-comfortline-dsg/,"N$ 415,825",Volkswagen,Golf,VI 1.4 TSi COMFORTLINE DSG,NEW,N/A,N/A,White,white,white,5,Petrol,Hatchback,N/A,1.4 l,Automatic
https://www.namauto.com/cars/7021719-nissan-qashqai-1.5-dci-acenta-plus-new/,"N$ 417,599",Nissan,Qashqai,1.5 DCi ACENTA PLUS (NEW),NEW,N/A,16.0 KPL,Red,Black,Red,5,Diesel,SUV,1 km,1.5 l,Manual
https://www.namauto.com/cars/8868132-mercedes-benz-cla-200-a-t/,"N$ 419,900",MERCEDES BENZ,CLA,200 A/T,CERTIFIEDP,1,N/A,White,Black,White,4,Petrol,Sedan,"28,000 km",1.6 l,Automatic
https://www.namauto.com/cars/9085553-toyota-hilux-2.8-gd-6-raider-4-x4-a-t-p-u-d-c/,"N$ 419,900",Toyota,Hilux,2.8 GD-6 RAIDER 4X4 A/T P/U D/C,N187268W,1,N/A,White,N/A,Glacier White (040),4,Diesel,Bakkie Double Cab,"79,838 km",2.8 l,Automatic
https://www.namauto.com/cars/9278699-mercedes-benz-c-class-c250-be-coupe/,"N$ 419,900",MERCEDES BENZ,C Class,C250 BE COUPE,CERTIFIED,1,N/A,White,Black,White,2,Petrol,Coupe,"25,000 km",1.8 l,Automatic
https://www.namauto.com/cars/8362196-jeep-cherokee-2.4-longitude/,"N$ 420,000",Jeep,Cherokee,2.4 LONGITUDE,USED,N/A,N/A,Grey,Black,grey,5,Petrol,SUV,"47,500 km",2.4 l,Automatic
https://www.namauto.com/cars/6995433-honda-cr-v-2.0-comfort-automatic/,"N$ 427,000",Honda,CR-V,2.0 Comfort Automatic,NEW,N/A,N/A,Blue,Black,Obsidian Blue Pearl,5,Petrol,SUV,N/A,2 l,Automatic
https://www.namauto.com/cars/9726104-toyota-hilux-2.4-gd-6-rb-srx-a-t-p-u-s-c/,"N$ 429,000",Toyota,Hilux,2.4 GD-6 RB SRX A/T P/U S/C,1007078,N/A,N/A,White,Grey,White,2,Diesel,Bakkie Single Cab,"2,500 km",2.4 l,Automatic
https://www.namauto.com/cars/9636533-toyota-hilux-2.8-gd-6-rb-raider-p-u-s-c-a-t/,"N$ 429,900",Toyota,Hilux,2.8 GD-6 RB RAIDER P/U S/C A/T,N56693W,N/A,N/A,White,N/A,Glacier White (040),2,Diesel,Bakkie Single Cab,N/A,2.8 l,Automatic
https://www.namauto.com/cars/10200682-volkswagen-golf-vii-2.0-tsi-r-dsg-206k-w/,"N$ 429,900",Volkswagen,Golf,VII 2.0 TSI R DSG (206kW),89276,N/A,N/A,Blue,BLACK,blue,5,Petrol,Hatchback,"86,500 km",2 l,Automatic
https://www.namauto.com/cars/10288021-mitsubishi-pajero-3.2-di-dc-gls/,"N$ 429,995",Mitsubishi,Pajero,3.2 Di-Dc GLS,USED,1,N/A,Grey,Black,Grey,3,Diesel,SUV,"89,322 km",3.2 l,Automatic
https://www.namauto.com/cars/7067168-toyota-hilux-2.4-gd-6-sr-4-x4/,"N$ 432,900",Toyota,Hilux,2.4 GD-6 SR 4X4,NEW,N/A,N/A,Silver,Black,Chromium Silver,2,Diesel,Bakkie Single Cab,10 km,2.4 l,Manual
https://www.namauto.com/cars/9869777-jeep-grand-cherokee-srt8/,"N$ 435,000",Jeep,Grand Cherokee,SRT8,PREOWNED,2,N/A,Grey,Black,Grey,5,Petrol,SUV,"85,000 km",6.1 l,Automatic
https://www.namauto.com/cars/10223909-ford-everest-3.2-ltd-4-x4/,"N$ 435,000",Ford,EVEREST,3.2 LTD 4X4,LOUW,1,N/A,Gold,BLACK,gold,5,Diesel,SUV,"32,000 km",3.2 l,Automatic
https://www.namauto.com/cars/10230757-volkswagen-amarok-2.0-bitdi-highline-132-kw-4-mot-a-t-d-c-p-u/,"N$ 435,000",Volkswagen,Amarok,2.0 BITDI HIGHLINE 132KW 4MOT A/T D/C P/U,89,1,N/A,Black,black,white,4,Diesel,Bakkie Double Cab,"87,000 km",2 l,Automatic
https://www.namauto.com/cars/10134973-hyundai-tucson-2.0-premium/,"N$ 436,000",Hyundai,Tucson,2.0 PREMIUM,NEW,N/A,N/A,White,Black,White,5,Petrol,SUV,1 km,2 l,Manual
https://www.namauto.com/cars/7006816-toyota-quantum-2.7-lwb-f-c-p-v/,POA,Toyota,QUANTUM,2.7 LWB F/C P/V,NEW,N/A,N/A,White,Black,Ivory White,4,Petrol,Panel Van,10 km,2.7 l,Manual
https://www.namauto.com/cars/7010204-nissan-nv350-2.5-lwb-wb-hr-p-van/,"N$ 439,553",Nissan,NV350,2.5 LWB WB HR P/VAN,NEW,N/A,12.5 KPL,White,Black,White,4,Petrol,Panel Van,N/A,2.5 l,Manual
https://www.namauto.com/cars/9545940-mercedes-benz-c-class-c250-bluetec-avantgarde/,"N$ 439,900",MERCEDES BENZ,C Class,C250 BLUETEC AVANTGARDE,PREOWNED,1,N/A,Silver,White,Diamond Silver,4,Diesel,Sedan,"77,000 km",2.1 l,Automatic
https://www.namauto.com/cars/7670679-toyota-hilux-2.4-gd-6-sr-4-x4/,"N$ 440,100",Toyota,Hilux,2.4 GD-6 SR 4X4,NEW,N/A,N/A,White,Black,White,2,Diesel,Bakkie Single Cab,10 km,2.4 l,Manual
https://www.namauto.com/cars/10066372-renault-koleos-2.5-dynamique-cvt/,"N$ 441,901",Renault,Koleos,2.5 DYNAMIQUE CVT,NEW,N/A,N/A,White,N/A,white,5,Petrol,SUV,N/A,2.5 l,CVT
https://www.namauto.com/cars/7028752-nissan-x-trail-2.5-acenta-cvt-4-x4/,"N$ 443,546",Nissan,X TRAIL,2.5 Acenta CVT 4X4,NEW,N/A,8.3 KPL,Blue,Black,Blue,5,Petrol,SUV,1 km,2 l,Automatic
https://www.namauto.com/cars/6985577-honda-civic-sport-4-door/,"N$ 444,900",Honda,Civic,Sport 4-Door,NEW,N/A,N/A,Blue,Black,Aegean Blue Metallic,4,Petrol,Sedan,N/A,1.5 l,CVT
https://www.namauto.com/cars/8233228-nissan-qashqai-1.5-dci-tekna-new/,"N$ 444,924",Nissan,Qashqai,1.5 DCi TEKNA (NEW),NEW,N/A,16.0 KPL,Blue,Black,Blue,5,Diesel,SUV,1 km,1.5 l,Manual
https://www.namauto.com/cars/7029237-nissan-x-trail-2.5-acenta-cvt-4x4-7-seat/,"N$ 448,606",Nissan,X-Trail,2.5 Acenta CVT 4x4 (7Seat),NEW,N/A,12.0 KPL,Blue,Black,Blue,5,Petrol,SUV,1 km,2.5 l,Automatic
https://www.namauto.com/cars/9733950-toyota-hilux-4.0-v6-raider-4-x4/,POA,Toyota,Hilux,4.0 V6 RAIDER 4X4,1007072,1,N/A,Silver,Black,Silver,4,Petrol,Bakkie Double Cab,"88,000 km",4 l,Automatic
https://www.namauto.com/cars/9486718-toyota-hilux-4.0-v6-raider-4-x4-p-u-d-c-a-t/,"N$ 449,900",Toyota,Hilux,4.0 V6 RAIDER 4X4 P/U D/C A/T,AUTOMARK1,1,N/A,White,Black,Glacier White (040),4,Petrol,Bakkie Double Cab,"88,700 km",4 l,Automatic
https://www.namauto.com/cars/9774575-toyota-hilux-4.0-v6-raider-4-x4/,POA,Toyota,Hilux,4.0 V6 RAIDER 4X4,USED,1,N/A,Grey,Black,Grey,4,Petrol,Bakkie Double Cab,"26,800 km",4 l,Automatic
https://www.namauto.com/cars/10173040-volkswagen-passat-1.8-tsi-highline-dsg/,"N$ 450,000",Volkswagen,Passat,1.8 TSI HIGHLINE DSG,JOHN,1,N/A,Grey,black,GREY,4,Petrol,Sedan,"52,000 km",1.8 l,Automatic
https://www.namauto.com/cars/10290927-volkswagen-golf-vii-1.4-tsi-comfortline-dsg/,POA,Volkswagen,Golf,VII 1.4 TSI COMFORTLINE DSG,NEW,N/A,N/A,Silver,Grey,Silver,5,Petrol,Hatchback,10 km,1.4 l,Automatic
https://www.namauto.com/cars/7079458-toyota-hilux-2.4-gd-6-rb-srx/,"N$ 450,200",Toyota,Hilux,2.4 GD-6 RB SRX,NEW,N/A,N/A,Silver,Black,Chromium Silver,4,Diesel,Bakkie Double Cab,10 km,2.4 l,Manual
https://www.namauto.com/cars/7006697-toyota-quantum-2.7-crewcab-f-c-p-v/,"N$ 450,700",Toyota,QUANTUM,2.7 CREWCAB F/C P/V,NEW,N/A,N/A,White,Black,Ivory White,4,Petrol,panel van - crew cab,10 km,2.7 l,Manual
https://www.namauto.com/cars/7067205-toyota-hilux-2.8-gd-6-rb-raider/,"N$ 454,500",Toyota,Hilux,2.8 GD-6 RB RAIDER,NEW,N/A,N/A,White,Black,Glacier White,2,Diesel,Bakkie Single Cab,10 km,2.8 l,Manual
https://www.namauto.com/cars/7668056-toyota-hilux-2.8-gd-6-rb-raider/,POA,Toyota,Hilux,2.8 GD-6 RB RAIDER,NEW,N/A,N/A,White,Black,White,2,Diesel,Bakkie Single Cab,10 km,2.8 l,Manual
https://www.namauto.com/cars/9557820-mercedes-benz-c-class-c180-a-t/,"N$ 454,900",Mercedes-Benz,C-Class,C180 A/T,CERTIFIEDP,1,N/A,Silver,Black,Silver,4,Petrol,Sedan,"33,000 km",1.6 l,Automatic
https://www.namauto.com/cars/9866271-mazda-cx-5-2.2-de-akera-a-t-awd/,"N$ 455,000",Mazda,CX-5,2.2DE AKERA A/T AWD,USED,1,N/A,Red,WHITE,RED,5,Diesel,SUV,"60,820 km",2.2 l,Automatic
https://www.namauto.com/cars/7010206-nissan-nv350-2.5-d-lwb-wb-hr-p-van/,"N$ 457,997",Nissan,NV350,2.5D LWB WB HR P/VAN,NEW,N/A,8.3 KPL,White,Black,White,4,Diesel,Panel Van,N/A,2.5 l,Manual
https://www.namauto.com/cars/7007396-toyota-quantum-2.5-d-4-d-lwb-f-c-p-v/,"N$ 459,900",Toyota,QUANTUM,2.5 D-4D LWB F/C P/V,NEW,N/A,N/A,White,Black,Ivory White,4,Diesel,Panel Van,20 km,2.5 l,Manual
https://www.namauto.com/cars/7007442-toyota-quantum-2.5-d-4-d-lwb-f-c-p-v/,POA,Toyota,QUANTUM,2.5 D-4D LWB F/C P/V,NEW,N/A,N/A,White,Black,Ivory White,4,Diesel,Panel Van,10 km,2.5 l,Manual
https://www.namauto.com/cars/10118692-toyota-fj-cruiser-l-cruiser-fj-4.0-v6-cruiser/,"N$ 459,900",Toyota,FJ Cruiser,L/CRUISER FJ 4.0 V6 CRUISER,N22722WB,1,N/A,Grey,Grey,White / Cement Grey 2KY,3,Petrol,SUV,"52,363 km",4 l,Automatic
https://www.namauto.com/cars/7669095-ford-ranger-2.2-tdci-xl-4-x4-automatic/,"N$ 460,000",Ford,Ranger,2.2 TDCi XL 4X4 Automatic,USED,1,N/A,White,Black,White,4,Diesel,Bakkie Double Cab,"8,000 km",2.2 l,Automatic
https://www.namauto.com/cars/7029249-nissan-x-trail-2.5-acenta-plus-cvt-4x4-7-seat/,"N$ 460,751",Nissan,X-Trail,2.5 Acenta Plus CVT 4x4 (7 Seat),NEW,N/A,12.0 KPL,Blue,Black,Blue,5,Petrol,SUV,1 km,2.5 l,Automatic
https://www.namauto.com/cars/7067101-toyota-hilux-2.4-gd-6-srx-4-x4-p-u-s-c/,"N$ 464,700",Toyota,Hilux,2.4 GD-6 SRX 4X4 P/U S/C,NEW,N/A,N/A,Grey,Black,Graphite Grey,2,Diesel,Bakkie Single Cab,10 km,2.4 l,Manual
https://www.namauto.com/cars/9678491-toyota-fortuner-2.8-gd-6-4-x4-a-t/,"N$ 465,000",Toyota,Fortuner,2.8GD-6 4X4 A/T,N171156W,1,N/A,White,Brown,Glacier White (040),5,Diesel,SUV,"80,518 km",2.8 l,Automatic
https://www.namauto.com/cars/9726116-lexus-is-is-350-ex-f-sport/,"N$ 465,000",Lexus,IS,IS 350 EX F SPORT,CONSIGNMEN,1,N/A,White,Black,White,4,Petrol,Sedan,"57,200 km",3.5 l,Automatic
https://www.namauto.com/cars/9766827-land-rover-discovery-4-3.0-td-sd-v6-hse/,"N$ 465,000",Land Rover,Discovery,4 3.0 TD/SD V6 HSE,THOMAS,1,N/A,Green,BEIGE,IPENEMA SAND,5,Diesel,SUV,"92,000 km",3 l,Automatic
https://www.namauto.com/cars/10065719-isuzu-kb-300-d-teq-lx-4-x4/,"N$ 465,000",Isuzu,KB,300 D-TEQ LX 4X4,JORN,1,N/A,Silver,black,SILVER,4,Diesel,Bakkie Double Cab,"38,000 km",3 l,Manual
https://www.namauto.com/cars/9085544-toyota-hilux-4.0-v6-raider-4-x4-p-u-d-c-a-t/,"N$ 469,900",Toyota,Hilux,4.0 V6 RAIDER 4X4 P/U D/C A/T,N153288W,N/A,N/A,Silver,N/A,Silver ME (1D6),4,Petrol,Bakkie Double Cab,"30,980 km",4 l,Automatic
https://www.namauto.com/cars/9817160-mercedes-benz-c-class-c180/,"N$ 470,000",MERCEDES BENZ,C Class,C180,DEMO,N/A,N/A,White,Black,Polar White,4,Petrol,Sedan,"52,000 km",1.6 l,Automatic
https://www.namauto.com/cars/7006725-toyota-quantum-2.5-d-4-d-crewcab-f-c-p-v/,"N$ 472,300",Toyota,QUANTUM,2.5 D-4D CREWCAB F/C P/V,NEW,N/A,N/A,White,Black,Ivory White,4,Diesel,panel van - crew cab,10 km,2.5 l,Manual
https://www.namauto.com/cars/8864037-mercedes-benz-b-class-b-250-amg/,"N$ 472,900",MERCEDES BENZ,B Class,B 250 AMG,CERTIFIEDP,1,N/A,White,Black,White,5,Petrol,MPV,"11,000 km",2 l,Automatic
https://www.namauto.com/cars/6985582-honda-civic-executive-4-door/,"N$ 475,000",Honda,Civic,Executive 4-Door,NEW,N/A,N/A,Blue,Black,Aegean Blue Metallic,4,Petrol,Sedan,N/A,1.5 l,CVT
https://www.namauto.com/cars/7007796-toyota-fortuner-2.7-vvti-2016-438-000-0/,"N$ 477,600",Toyota,Fortuner,2.7VVTi 2016 438 000 - 0,NEW,N/A,8.6 KPL,Bronze,Black,Avant-Garde Bronze,5,Petrol,SUV,10 km,2.7 l,Automatic
https://www.namauto.com/cars/6995560-honda-cr-v-2.0-elegance-automatic/,"N$ 478,000",Honda,CR-V,2.0 Elegance Automatic,NEW,N/A,N/A,White,Black,Pearl White,5,Petrol,SUV,N/A,2 l,Automatic
https://www.namauto.com/cars/7029398-nissan-x-trail-1.6-dci-tekna-4x4/,"N$ 479,849",Nissan,X-Trail,1.6 Dci Tekna 4x4,NEW,N/A,13.0 KPL,Orange,Black,Orange,5,Diesel,SUV,1 km,1.6 l,Manual
https://www.namauto.com/cars/10200615-volkswagen-golf-vii-2.0-tsi-r-dsg/,"N$ 479,900",Volkswagen,Golf,VII 2.0 TSI R DSG,88079,1,N/A,White,BLACK,white,5,Petrol,Hatchback,"56,800 km",2 l,Automatic
https://www.namauto.com/cars/8232989-mercedes-benz-c-class-c220d-avantgarde/,"N$ 480,000",MERCEDES BENZ,C Class,C220d AVANTGARDE,PREOWNED,1,N/A,Silver,Beige,Iridium Silver,4,Diesel,Sedan,"34,000 km",2.1 l,Automatic
https://www.namauto.com/cars/10066382-renault-koleos-2.5-dynamique-cvt-4-x4/,"N$ 481,395",Renault,Koleos,2.5 DYNAMIQUE CVT 4X4,NEW,N/A,N/A,White,N/A,white,5,Petrol,SUV,N/A,2.5 l,CVT
https://www.namauto.com/cars/7071533-toyota-hilux-2.8-gd-6-rb-raider-p-u-e-cab/,"N$ 482,700",Toyota,Hilux,2.8 GD-6 RB RAIDER P/U E/CAB,NEW,N/A,N/A,Red,Black,Arizona Red,2,Diesel,Bakkie King Cab,10 km,2.8 l,Manual
https://www.namauto.com/cars/8233658-mercedes-benz-gla-220d-4-matic/,"N$ 485,000",MERCEDES BENZ,GLA,220d 4MATIC,PREOWNED,1,N/A,White,Black,White,5,Diesel,SUV,"41,000 km",2.1 l,Automatic
https://www.namauto.com/cars/8224591-mercedes-benz-a-class-a-220d/,"N$ 487,900",MERCEDES BENZ,A Class,A 220d,PREOWNED,N/A,N/A,Silver,Black,Polar Silver,5,Diesel,Hatchback,"18,500 km",2.1 l,Automatic
https://www.namauto.com/cars/8914825-jeep-wrangler-unltd-rubicon-3.6-l-v6/,"N$ 488,000",Jeep,Wrangler,UNLTD RUBICON 3.6L V6,101981,1,N/A,Blue,Black,Blue,4,Petrol,SUV,"47,000 km",3.6 l,Automatic
https://www.namauto.com/cars/10199599-jeep-wrangler-unltd-rubicon-3.6-l-v6/,"N$ 488,000",Jeep,Wrangler,UNLTD RUBICON 3.6L V6,70,1,N/A,Black,black,blue,4,Petrol,SUV,"48,000 km",3.6 l,Automatic
https://www.namauto.com/cars/9833136-mini-convertible-cooper/,"N$ 488,900",MINI,Convertible,COOPER,NEW,N/A,5.2 KPL,Red,Carbon - Black,Chili - Red,2,Petrol,Cabriolet,20 km,1.5 l,Automatic
https://www.namauto.com/cars/8224506-mercedes-benz-a-class-a-200d/,"N$ 489,900",MERCEDES BENZ,A Class,A 200d,PREOWNED,1,N/A,White,Black,White,5,Diesel,Hatchback,"19,500 km",2.1 l,Automatic
